Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,Values
SURVEY,2015,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.540833333
SURVEY,2015,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.701666667
SURVEY,2015,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.754166667
SURVEY,2015,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.373333333
SURVEY,2015,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.3375
SURVEY,2015,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.870833333
SURVEY,2015,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.959166667
SURVEY,2015,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.380833333
SURVEY,2015,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.008333333
SURVEY,2015,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.255
SURVEY,2015,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.610833333
SURVEY,2014,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.424166667
SURVEY,2014,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.1725
SURVEY,2014,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.200833333
SURVEY,2014,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.1325
SURVEY,2014,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.1825
SURVEY,2014,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.36
SURVEY,2014,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.024166667
SURVEY,2014,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.965833333
SURVEY,2014,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.15
SURVEY,2014,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.136666667
SURVEY,2014,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.678333333
SURVEY,2014,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.663333333
SURVEY,2014,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.136666667
SURVEY,2014,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.33
SURVEY,2014,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.6925
SURVEY,2014,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.54
SURVEY,2014,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.671666667
SURVEY,2014,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.135833333
SURVEY,2013,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.404166667
SURVEY,2013,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.121666667
SURVEY,2013,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.219166667
SURVEY,2013,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.226666667
SURVEY,2013,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.171666667
SURVEY,2013,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.21
SURVEY,2013,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.948333333
SURVEY,2013,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.1425
SURVEY,2013,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.370833333
SURVEY,2013,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.2325
SURVEY,2013,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.455
SURVEY,2013,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.815833333
SURVEY,2013,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.189166667
SURVEY,2013,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.139166667
SURVEY,2013,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.925
SURVEY,2013,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.441666667
SURVEY,2013,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.266666667
SURVEY,2013,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.130833333
SURVEY,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.586666667
SURVEY,2012,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.715833333
SURVEY,2012,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.960833333
SURVEY,2012,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.6675
SURVEY,2012,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.756666667
SURVEY,2012,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.763333333
SURVEY,2012,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.69
SURVEY,2012,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.448333333
SURVEY,2012,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.9025
SURVEY,2012,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.630833333
SURVEY,2012,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.286666667
SURVEY,2012,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.285833333
SURVEY,2012,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.904166667
SURVEY,2012,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.271666667
SURVEY,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.463333333
SURVEY,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.071666667
SURVEY,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.995833333
SURVEY,2012,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.495833333
SURVEY,2011,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.041666667
SURVEY,2011,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.141666667
SURVEY,2011,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.240833333
SURVEY,2011,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.964166667
SURVEY,2011,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.331666667
SURVEY,2011,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.236666667
SURVEY,2011,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.22
SURVEY,2011,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.635
SURVEY,2011,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.2175
SURVEY,2011,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.916666667
SURVEY,2011,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.033333333
SURVEY,2011,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.646666667
SURVEY,2011,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.434166667
SURVEY,2011,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.124166667
SURVEY,2011,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.831666667
SURVEY,2011,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.2625
SURVEY,2011,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.381666667
SURVEY,2011,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.048333333
SURVEY,2010,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.793333333
SURVEY,2010,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.851666667
SURVEY,2010,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.983333333
SURVEY,2010,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.858333333
SURVEY,2010,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.828333333
SURVEY,2010,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.073333333
SURVEY,2010,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.8575
SURVEY,2010,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.635
SURVEY,2010,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.939166667
SURVEY,2010,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.8325
SURVEY,2010,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.514166667
SURVEY,2010,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.446666667
SURVEY,2010,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.919166667
SURVEY,2010,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.42
SURVEY,2010,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.485
SURVEY,2010,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.120833333
SURVEY,2010,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.096666667
SURVEY,2010,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.738333333
